Class FQN,Interface FQN
SVGStorageFormat.java,org.jhotdraw.util.StorageFormat 
TextAreaTool.java,org.jhotdraw.framework.Tool 
TextAreaTool.java,org.jhotdraw.util.Undoable 
WindowMenu.java,java.awt.event.ActionListener 
WindowMenu.java,java.util.EventListener 
WindowMenu.java,javax.accessibility.Accessible 
WindowMenu.java,javax.swing.MenuElement 
WindowMenu.java,java.awt.ItemSelectable 
WindowMenu.java,javax.swing.SwingConstants 
WindowMenu.java,java.io.Serializable 
WindowMenu.java,javax.swing.TransferHandler$HasGetTransferHandler 
WindowMenu.java,java.awt.image.ImageObserver 
WindowMenu.java,java.awt.MenuContainer 
WindowMenu.java,javax.swing.SwingConstants 
WindowMenu.java,javax.accessibility.Accessible 
WindowMenu.java,javax.swing.MenuElement 
WindowMenu.java,java.awt.ItemSelectable 
WindowMenu.java,java.io.Serializable 
WindowMenu.java,javax.swing.TransferHandler$HasGetTransferHandler 
WindowMenu.java,java.awt.image.ImageObserver 
WindowMenu.java,java.awt.MenuContainer 
DiamondFigure.java,org.jhotdraw.framework.Figure 
DiamondFigure.java,java.lang.Cloneable 
DiamondFigure.java,java.io.Serializable 
TriangleFigure.java,org.jhotdraw.framework.Figure 
TriangleFigure.java,java.lang.Cloneable 
TriangleFigure.java,java.io.Serializable 
DNDFigures.java,java.io.Serializable 
DNDFiguresTransferable.java,java.awt.datatransfer.Transferable 
DNDFiguresTransferable.java,java.io.Serializable 
DragNDropTool.java,org.jhotdraw.framework.Tool 
JHDDragSourceListener.java,java.awt.dnd.DragSourceListener 
JHDDragSourceListener.java,java.util.EventListener 
JHDDragSourceListener.java,org.jhotdraw.util.Undoable 
JHDDropTargetListener.java,java.awt.dnd.DropTargetListener 
JHDDropTargetListener.java,java.util.EventListener 
JHDDropTargetListener.java,org.jhotdraw.util.Undoable 
AttributeContentProducerContext.java,org.jhotdraw.contrib.html.FigureContentProducerContext 
AttributeContentProducerContext.java,org.jhotdraw.contrib.html.ContentProducerContext 
ColorContentProducer.java,java.io.Serializable 
ColorContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
PolygonFigureGeometricAdapter.java,org.jhotdraw.contrib.html.GeometricFigure 
PolygonFigureGeometricAdapter.java,org.jhotdraw.framework.Figure 
PolygonFigureGeometricAdapter.java,java.lang.Cloneable 
PolygonFigureGeometricAdapter.java,java.io.Serializable 
TextHolderContentProducer.java,java.io.Serializable 
TextHolderContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
AttributeFigureContentProducer.java,java.io.Serializable 
AttributeFigureContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
ContentProducerRegistry.java,java.io.Serializable 
ETSLADisposalStrategy.java,org.jhotdraw.contrib.html.ResourceDisposabilityStrategy 
ETSLADisposalStrategy.java,java.lang.Runnable 
HTMLContentProducerContext.java,org.jhotdraw.contrib.html.AttributeContentProducerContext 
HTMLContentProducerContext.java,org.jhotdraw.contrib.html.FigureContentProducerContext 
HTMLContentProducerContext.java,org.jhotdraw.contrib.html.ContentProducerContext 
DiamondFigureGeometricAdapter.java,org.jhotdraw.contrib.html.GeometricFigure 
DiamondFigureGeometricAdapter.java,org.jhotdraw.framework.Figure 
DiamondFigureGeometricAdapter.java,java.lang.Cloneable 
DiamondFigureGeometricAdapter.java,java.io.Serializable 
HTMLColorContentProducer.java,java.io.Serializable 
HTMLColorContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
HTMLContentProducer.java,java.io.Serializable 
HTMLContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
GeometricFigure.java,org.jhotdraw.framework.Figure 
GeometricFigure.java,java.lang.Cloneable 
GeometricFigure.java,java.io.Serializable 
EllipseFigureGeometricAdapter.java,org.jhotdraw.contrib.html.GeometricFigure 
EllipseFigureGeometricAdapter.java,org.jhotdraw.framework.Figure 
EllipseFigureGeometricAdapter.java,java.lang.Cloneable 
EllipseFigureGeometricAdapter.java,java.io.Serializable 
StandardDisposableResourceManager.java,org.jhotdraw.contrib.html.DisposableResourceManager 
TriangleFigureGeometricAdapter.java,org.jhotdraw.contrib.html.GeometricFigure 
TriangleFigureGeometricAdapter.java,org.jhotdraw.framework.Figure 
TriangleFigureGeometricAdapter.java,java.lang.Cloneable 
TriangleFigureGeometricAdapter.java,java.io.Serializable 
FigureContentProducerContext.java,org.jhotdraw.contrib.html.ContentProducerContext 
FigureDataContentProducer.java,java.io.Serializable 
FigureDataContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
HTMLTextAreaTool.java,org.jhotdraw.framework.Tool 
ResourceContentProducer.java,java.io.Serializable 
ResourceContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
StandardDisposableResourceHolder.java,org.jhotdraw.contrib.html.DisposableResourceHolder 
StandardDisposableResourceHolder.java,java.io.Serializable 
URLContentProducer.java,java.io.Serializable 
URLContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
HTMLTextAreaFigure.java,org.jhotdraw.contrib.html.HTMLContentProducerContext 
HTMLTextAreaFigure.java,org.jhotdraw.framework.FigureChangeListener 
HTMLTextAreaFigure.java,org.jhotdraw.contrib.html.AttributeContentProducerContext 
HTMLTextAreaFigure.java,org.jhotdraw.contrib.html.FigureContentProducerContext 
HTMLTextAreaFigure.java,org.jhotdraw.contrib.html.ContentProducerContext 
HTMLTextAreaFigure.java,java.util.EventListener 
HTMLTextAreaFigure.java,org.jhotdraw.standard.TextHolder 
HTMLTextAreaFigure.java,org.jhotdraw.framework.Figure 
HTMLTextAreaFigure.java,java.lang.Cloneable 
HTMLTextAreaFigure.java,java.io.Serializable 
HTMLTextAreaFigure.java,java.io.Serializable 
HTMLLayouter.java,org.jhotdraw.contrib.Layouter 
HTMLLayouter.java,java.io.Serializable 
AbstractContentProducer.java,org.jhotdraw.contrib.html.ContentProducer 
AbstractContentProducer.java,java.io.Serializable 
ResourceManagerNotSetException.java,java.io.Serializable 
RoundRectangleGeometricAdapter.java,org.jhotdraw.contrib.html.GeometricFigure 
RoundRectangleGeometricAdapter.java,org.jhotdraw.framework.Figure 
RoundRectangleGeometricAdapter.java,java.lang.Cloneable 
RoundRectangleGeometricAdapter.java,java.io.Serializable 
ZoomTool.java,org.jhotdraw.framework.Tool 
ZoomAreaTracker.java,org.jhotdraw.framework.Tool 
ZoomCommand.java,org.jhotdraw.util.Command 
ScalingGraphics.java,java.io.Serializable 
ZoomUpdateStrategy.java,org.jhotdraw.framework.Painter 
ZoomUpdateStrategy.java,java.io.Serializable 
MiniMapZoomableView.java,java.io.Serializable 
MiniMapZoomableView.java,javax.swing.TransferHandler$HasGetTransferHandler 
MiniMapZoomableView.java,java.awt.image.ImageObserver 
MiniMapZoomableView.java,java.awt.MenuContainer 
ZoomDrawingView.java,org.jhotdraw.framework.DrawingView 
ZoomDrawingView.java,org.jhotdraw.contrib.dnd.DNDInterface 
ZoomDrawingView.java,java.awt.dnd.Autoscroll 
ZoomDrawingView.java,java.awt.image.ImageObserver 
ZoomDrawingView.java,org.jhotdraw.framework.DrawingChangeListener 
ZoomDrawingView.java,javax.accessibility.Accessible 
ZoomDrawingView.java,java.io.Serializable 
ZoomDrawingView.java,javax.swing.TransferHandler$HasGetTransferHandler 
ZoomDrawingView.java,java.awt.MenuContainer 
AreaTracker.java,org.jhotdraw.framework.Tool 
NullConnector.java,org.jhotdraw.framework.Connector 
NullConnector.java,java.io.Serializable 
RadiusHandle.java,org.jhotdraw.framework.Handle 
RadiusHandle.java,org.jhotdraw.util.Undoable 
GroupFigure.java,org.jhotdraw.framework.FigureChangeListener 
GroupFigure.java,java.util.EventListener 
GroupFigure.java,org.jhotdraw.framework.Figure 
GroupFigure.java,java.lang.Cloneable 
GroupFigure.java,java.io.Serializable 
InsertImageCommand.java,org.jhotdraw.util.Command 
InsertImageCommand.java,org.jhotdraw.util.Undoable 
ConnectedTextTool.java,org.jhotdraw.framework.Tool 
ConnectedTextTool.java,org.jhotdraw.util.Undoable 
UngroupCommand.java,org.jhotdraw.util.Command 
UngroupCommand.java,org.jhotdraw.util.Undoable 
EllipseFigure.java,org.jhotdraw.framework.Figure 
EllipseFigure.java,java.lang.Cloneable 
EllipseFigure.java,java.io.Serializable 
GroupHandle.java,org.jhotdraw.framework.Handle 
ScribbleTool.java,org.jhotdraw.framework.Tool 
TextFigure.java,org.jhotdraw.framework.FigureChangeListener 
TextFigure.java,org.jhotdraw.standard.TextHolder 
TextFigure.java,java.util.EventListener 
TextFigure.java,org.jhotdraw.framework.Figure 
TextFigure.java,java.lang.Cloneable 
TextFigure.java,java.io.Serializable 
ArrowTip.java,org.jhotdraw.figures.LineDecoration 
ArrowTip.java,java.lang.Cloneable 
ArrowTip.java,java.io.Serializable 
LineFigure.java,org.jhotdraw.framework.Figure 
LineFigure.java,java.lang.Cloneable 
LineFigure.java,java.io.Serializable 
GroupCommand.java,org.jhotdraw.util.Command 
TextTool.java,org.jhotdraw.framework.Tool 
TextTool.java,org.jhotdraw.util.Undoable 
NumberTextFigure.java,org.jhotdraw.framework.FigureChangeListener 
NumberTextFigure.java,org.jhotdraw.standard.TextHolder 
NumberTextFigure.java,java.util.EventListener 
NumberTextFigure.java,org.jhotdraw.framework.Figure 
NumberTextFigure.java,java.lang.Cloneable 
NumberTextFigure.java,java.io.Serializable 
ElbowConnection.java,org.jhotdraw.framework.ConnectionFigure 
ElbowConnection.java,org.jhotdraw.framework.Figure 
ElbowConnection.java,org.jhotdraw.framework.FigureChangeListener 
ElbowConnection.java,java.lang.Cloneable 
ElbowConnection.java,java.io.Serializable 
ElbowConnection.java,java.util.EventListener 
ElbowConnection.java,org.jhotdraw.framework.Locator 
ElbowConnection.java,java.lang.Cloneable 
ElbowConnection.java,java.io.Serializable 
ChopEllipseConnector.java,org.jhotdraw.framework.Connector 
ChopEllipseConnector.java,java.io.Serializable 
BorderTool.java,org.jhotdraw.framework.Tool 
BorderTool.java,org.jhotdraw.util.Undoable 
ImageFigure.java,java.awt.image.ImageObserver 
ImageFigure.java,org.jhotdraw.framework.Figure 
ImageFigure.java,java.lang.Cloneable 
ImageFigure.java,java.io.Serializable 
BorderDecorator.java,org.jhotdraw.framework.FigureChangeListener 
BorderDecorator.java,java.util.EventListener 
BorderDecorator.java,org.jhotdraw.framework.Figure 
BorderDecorator.java,java.lang.Cloneable 
BorderDecorator.java,java.io.Serializable 
ElbowHandle.java,org.jhotdraw.framework.Handle 
NullFigure.java,org.jhotdraw.framework.Figure 
NullFigure.java,java.lang.Cloneable 
NullFigure.java,java.io.Serializable 
PolyLineConnector.java,org.jhotdraw.framework.Connector 
PolyLineConnector.java,java.io.Serializable 
LineDecoration.java,java.lang.Cloneable 
LineDecoration.java,java.io.Serializable 
FontSizeHandle.java,org.jhotdraw.framework.Handle 
FontSizeHandle.java,org.jhotdraw.util.Undoable 
RoundRectangleFigure.java,org.jhotdraw.framework.Figure 
RoundRectangleFigure.java,java.lang.Cloneable 
RoundRectangleFigure.java,java.io.Serializable 
LineConnection.java,org.jhotdraw.framework.ConnectionFigure 
LineConnection.java,org.jhotdraw.framework.Figure 
LineConnection.java,org.jhotdraw.framework.FigureChangeListener 
LineConnection.java,java.lang.Cloneable 
LineConnection.java,java.io.Serializable 
LineConnection.java,java.util.EventListener 
AbstractLineDecoration.java,org.jhotdraw.figures.LineDecoration 
AbstractLineDecoration.java,java.lang.Cloneable 
AbstractLineDecoration.java,java.io.Serializable 
PolyLineFigure.java,org.jhotdraw.framework.Figure 
PolyLineFigure.java,java.lang.Cloneable 
PolyLineFigure.java,java.io.Serializable 
PolyLineHandle.java,org.jhotdraw.framework.Handle 
PolyLineHandle.java,org.jhotdraw.util.Undoable 
ShortestDistanceConnector.java,org.jhotdraw.framework.Connector 
ShortestDistanceConnector.java,java.io.Serializable 
RectangleFigure.java,org.jhotdraw.framework.Figure 
RectangleFigure.java,java.lang.Cloneable 
RectangleFigure.java,java.io.Serializable 
FigureAttributes.java,java.lang.Cloneable 
FigureAttributes.java,java.io.Serializable 
PolyLineLocator.java,org.jhotdraw.framework.Locator 
PolyLineLocator.java,java.lang.Cloneable 
PolyLineLocator.java,java.io.Serializable 
AttributeFigure.java,org.jhotdraw.framework.Figure 
AttributeFigure.java,java.lang.Cloneable 
AttributeFigure.java,java.io.Serializable 
Connector.java,java.io.Serializable 
DrawingChangeEvent.java,java.io.Serializable 
DrawingView.java,java.awt.image.ImageObserver 
DrawingView.java,org.jhotdraw.framework.DrawingChangeListener 
FigureAttributeConstant.java,java.io.Serializable 
FigureAttributeConstant.java,java.lang.Cloneable 
ConnectionFigure.java,org.jhotdraw.framework.Figure 
ConnectionFigure.java,org.jhotdraw.framework.FigureChangeListener 
ConnectionFigure.java,java.lang.Cloneable 
ConnectionFigure.java,java.io.Serializable 
ConnectionFigure.java,java.util.EventListener 
Drawing.java,org.jhotdraw.framework.FigureChangeListener 
Drawing.java,java.io.Serializable 
Drawing.java,java.util.EventListener 
Painter.java,java.io.Serializable 
Figure.java,java.lang.Cloneable 
Figure.java,java.io.Serializable 
JHotDrawRuntimeException.java,java.io.Serializable 
FigureChangeEvent.java,java.io.Serializable 
JHotDrawException.java,java.io.Serializable 
Locator.java,java.io.Serializable 
Locator.java,java.lang.Cloneable 
FigureChangeListener.java,java.util.EventListener 
ViewChangeListener.java,java.util.EventListener 
MySelectionTool.java,org.jhotdraw.framework.Tool 
FollowURLTool.java,org.jhotdraw.framework.Tool 
AnimationDecorator.java,org.jhotdraw.util.Animatable 
AnimationDecorator.java,org.jhotdraw.framework.FigureChangeListener 
AnimationDecorator.java,java.util.EventListener 
AnimationDecorator.java,org.jhotdraw.framework.Figure 
AnimationDecorator.java,java.lang.Cloneable 
AnimationDecorator.java,java.io.Serializable 
BouncingDrawing.java,org.jhotdraw.util.Animatable 
BouncingDrawing.java,org.jhotdraw.framework.Drawing 
BouncingDrawing.java,org.jhotdraw.framework.FigureChangeListener 
BouncingDrawing.java,java.io.Serializable 
BouncingDrawing.java,java.util.EventListener 
BouncingDrawing.java,org.jhotdraw.framework.Figure 
BouncingDrawing.java,java.lang.Cloneable 
Animator.java,java.lang.Runnable 
JavaDrawViewer.java,org.jhotdraw.framework.DrawingEditor 
JavaDrawViewer.java,javax.accessibility.Accessible 
JavaDrawViewer.java,javax.swing.RootPaneContainer 
JavaDrawViewer.java,javax.swing.TransferHandler$HasGetTransferHandler 
JavaDrawViewer.java,java.awt.image.ImageObserver 
JavaDrawViewer.java,java.awt.MenuContainer 
JavaDrawViewer.java,java.io.Serializable 
URLTool.java,org.jhotdraw.framework.Tool 
PatternPainter.java,org.jhotdraw.framework.Painter 
PatternPainter.java,java.io.Serializable 
JavaDrawApp.java,org.jhotdraw.framework.DrawingEditor 
JavaDrawApp.java,org.jhotdraw.util.PaletteListener 
JavaDrawApp.java,org.jhotdraw.util.VersionRequester 
JavaDrawApp.java,javax.swing.WindowConstants 
JavaDrawApp.java,javax.accessibility.Accessible 
JavaDrawApp.java,javax.swing.RootPaneContainer 
JavaDrawApp.java,javax.swing.TransferHandler$HasGetTransferHandler 
JavaDrawApp.java,java.awt.MenuContainer 
JavaDrawApp.java,java.awt.image.ImageObserver 
JavaDrawApp.java,java.io.Serializable 
JavaDrawApplet.java,org.jhotdraw.framework.DrawingEditor 
JavaDrawApplet.java,org.jhotdraw.util.PaletteListener 
JavaDrawApplet.java,org.jhotdraw.util.VersionRequester 
JavaDrawApplet.java,javax.accessibility.Accessible 
JavaDrawApplet.java,javax.swing.RootPaneContainer 
JavaDrawApplet.java,javax.swing.TransferHandler$HasGetTransferHandler 
JavaDrawApplet.java,java.awt.image.ImageObserver 
JavaDrawApplet.java,java.awt.MenuContainer 
JavaDrawApplet.java,java.io.Serializable 
MiniMapDesktop.java,org.jhotdraw.contrib.Desktop 
MiniMapDesktop.java,javax.accessibility.Accessible 
MiniMapDesktop.java,java.io.Serializable 
MiniMapDesktop.java,javax.swing.TransferHandler$HasGetTransferHandler 
MiniMapDesktop.java,java.awt.image.ImageObserver 
MiniMapDesktop.java,java.awt.MenuContainer 
MiniMapApplication.java,org.jhotdraw.framework.DrawingEditor 
MiniMapApplication.java,org.jhotdraw.util.PaletteListener 
MiniMapApplication.java,org.jhotdraw.util.VersionRequester 
MiniMapApplication.java,javax.swing.WindowConstants 
MiniMapApplication.java,javax.accessibility.Accessible 
MiniMapApplication.java,javax.swing.RootPaneContainer 
MiniMapApplication.java,javax.swing.TransferHandler$HasGetTransferHandler 
MiniMapApplication.java,java.awt.MenuContainer 
MiniMapApplication.java,java.awt.image.ImageObserver 
MiniMapApplication.java,java.io.Serializable 
NetApp.java,org.jhotdraw.framework.DrawingEditor 
NetApp.java,org.jhotdraw.util.PaletteListener 
NetApp.java,org.jhotdraw.util.VersionRequester 
NetApp.java,javax.swing.WindowConstants 
NetApp.java,javax.accessibility.Accessible 
NetApp.java,javax.swing.RootPaneContainer 
NetApp.java,javax.swing.TransferHandler$HasGetTransferHandler 
NetApp.java,java.awt.MenuContainer 
NetApp.java,java.awt.image.ImageObserver 
NetApp.java,java.io.Serializable 
NodeFigure.java,org.jhotdraw.framework.FigureChangeListener 
NodeFigure.java,org.jhotdraw.standard.TextHolder 
NodeFigure.java,java.util.EventListener 
NodeFigure.java,org.jhotdraw.framework.Figure 
NodeFigure.java,java.lang.Cloneable 
NodeFigure.java,java.io.Serializable 
NothingApplet.java,org.jhotdraw.framework.DrawingEditor 
NothingApplet.java,org.jhotdraw.util.PaletteListener 
NothingApplet.java,org.jhotdraw.util.VersionRequester 
NothingApplet.java,javax.accessibility.Accessible 
NothingApplet.java,javax.swing.RootPaneContainer 
NothingApplet.java,javax.swing.TransferHandler$HasGetTransferHandler 
NothingApplet.java,java.awt.image.ImageObserver 
NothingApplet.java,java.awt.MenuContainer 
NothingApplet.java,java.io.Serializable 
NothingApp.java,org.jhotdraw.framework.DrawingEditor 
NothingApp.java,org.jhotdraw.util.PaletteListener 
NothingApp.java,org.jhotdraw.util.VersionRequester 
NothingApp.java,javax.swing.WindowConstants 
NothingApp.java,javax.accessibility.Accessible 
NothingApp.java,javax.swing.RootPaneContainer 
